optt_nbtm_s,target,0
0.8365,1,1
0.8361,1,1
0.8324,1,1
0.8322,1,1
0.8312,1,1
0.83,1,1
0.8299,1,1
0.8288,2,1
0.8253,1,1
0.8246,2,1
0.8242,1,1
0.8237,1,1
0.8233,1,1
0.8224,1,1
0.8089,1,1
0.8081,1,1
0.8072,1,1
0.7955,1,1
0.7934,1,1
0.7923,1,1
0.7917,1,1
0.7912,1,1
0.7905,1,1
0.7888,2,1
0.7882,0,1
0.7875,1,1
0.7873,2,1
0.7865,1,1
0.7859,1,1
0.7857,2,1
0.7854,2,1
0.7848,1,1
0.7842,2,1
0.7939,1,1
0.7971,1,1
0.807,1,1
0.7973,1,1
0.8063,1,1
0.8058,2,1
0.8054,1,1
0.8049,1,1
0.8047,1,1
0.804,2,1
0.8033,1,1
0.8031,2,1
0.8029,1,1
0.8023,1,1
0.8022,1,1
0.802,2,1
0.7995,1,1
0.7993,1,1
0.799,1,1
0.7428,1,1
0.7424,1,1
0.7421,1,1
0.6776,2,1
0.6826,1,1
0.6823,1,1
0.682,1,1
0.6819,1,1
0.6805,1,1
0.6789,2,1
0.6783,1,1
0.6773,2,1
0.6929,2,1
0.6767,0,1
0.6764,2,1
0.6764,1,1
0.6762,1,1
0.6761,1,1
0.6757,1,1
0.6743,1,1
0.6827,1,1
0.6828,2,1
0.6844,1,1
0.6846,1,1
0.6919,2,1
0.6919,1,1
0.6915,2,1
0.6903,2,1
0.6903,1,1
0.69,1,1
0.6898,1,1
0.688,1,1
0.6875,1,1
0.6869,1,1
0.6861,1,1
0.6859,1,1
0.6857,1,1
0.6856,1,1
0.6849,1,1
0.6724,1,1
0.6722,1,1
0.6697,1,1
0.6565,1,1
0.6559,1,1
0.6556,1,1
0.6554,1,1
0.6536,1,1
0.653,2,1
0.6511,1,1
0.6507,2,1
0.6507,1,1
0.6494,1,1
0.6485,2,1
0.6478,1,1
0.6473,1,1
0.6466,1,1
0.6462,1,1
0.6459,1,1
0.6563,1,1
0.6566,1,1
0.6688,1,1
0.6577,1,1
0.6682,2,1
0.6672,2,1
0.6656,1,1
0.6646,1,1
0.6645,1,1
0.6642,1,1
0.6627,1,1
0.662,2,1
0.6619,1,1
0.6615,1,1
0.6613,1,1
0.6608,2,1
0.6589,1,1
0.6581,1,1
0.6579999999999999,1,1
0.6928,1,1
0.6938,1,1
0.7413,2,1
0.7207,1,1
0.7258,1,1
0.7255,1,1
0.7252,1,1
0.7237,1,1
0.7229,2,1
0.7214,1,1
0.7208,1,1
0.7196,1,1
0.6942,1,1
0.7190000000000001,1,1
0.7187,2,1
0.7186,1,1
0.7178,1,1
0.7166,1,1
0.7165,1,1
0.7162,1,1
0.7259,1,1
0.7276,1,1
0.7279,1,1
0.7286,1,1
0.7403,1,1
0.7401,1,1
0.7388,1,1
0.7379,2,1
0.7355,1,1
0.7354,1,1
0.7345,1,1
0.7344,1,1
0.7337,1,1
0.7333,2,1
0.7328,1,1
0.7327,2,1
0.7326,1,1
0.7311,1,1
0.7295,1,1
0.7153,1,1
0.7152,1,1
0.715,1,1
0.7062,2,1
0.7052,1,1
0.7027,1,1
0.7016,1,1
0.7014,1,1
0.7013,1,1
0.701,1,1
0.6998,1,1
0.6997,1,1
0.6989,1,1
0.6988,2,1
0.6987,1,1
0.6983,1,1
0.6965,1,1
0.695,2,1
0.6944,1,1
0.7062,1,1
0.7067,1,1
0.7149,1,1
0.7071,1,1
0.7147,1,1
0.7141,2,1
0.7136,1,1
0.7135,1,1
0.7123,0,1
0.7121,2,1
0.7119,1,1
0.7117,1,1
0.7115,1,1
0.7112,1,1
0.7093,1,1
0.7087,2,1
0.7087,1,1
0.7084,1,1
0.708,1,1
0.8422,1,1
0.8423,1,1
0.8428,1,1
0.9786,1,1
0.9815,1,1
0.9812,1,1
0.9811,1,1
0.981,1,1
0.9809,1,1
0.98,2,1
0.9788,1,1
0.9775,2,1
0.9932,1,1
0.9771,1,1
0.977,1,1
0.9768,1,1
0.976,1,1
0.9759,1,1
0.9758,1,1
0.9748,2,1
0.9832,1,1
0.9833,1,1
0.9846,2,1
0.9847,2,1
0.992,1,1
0.9916,1,1
0.991,2,1
0.9906,1,1
0.9897,2,1
0.989,1,1
0.9889,1,1
0.9888,1,1
0.9883,2,1
0.9882,1,1
0.9879,1,1
0.9866,1,1
0.9859,1,1
0.9854,1,1
0.985,1,1
0.9744,1,1
0.9732,2,1
0.9728,1,1
0.9622,1,1
0.961,2,1
0.9605,1,1
0.9599,2,1
0.9593,1,1
0.9592,1,1
0.9587,1,1
0.9583,1,1
0.9578,1,1
0.9574,1,1
0.9573,1,1
0.9565,2,1
0.956,1,1
0.9549,1,1
0.9547,2,1
0.9541,2,1
0.9615,1,1
0.9627,2,1
0.9721,1,1
0.9645,1,1
0.9714,1,1
0.9711,1,1
0.9707,2,1
0.9695,1,1
0.969,1,1
0.9686,2,1
0.9678,2,1
0.9678,1,1
0.9676,1,1
0.9671,1,1
0.9668,1,1
0.9666,2,1
0.9662,1,1
0.9649,1,1
0.9645,2,1
0.9923,1,1
0.9934,2,1
0.9526,1,1
1.0253,1,1
1.0293,1,1
1.0289,2,1
1.0288,1,1
1.028,1,1
1.0274,1,1
1.0266,1,1
1.0257,2,1
1.0249,1,1
0.9944,1,1
1.0238,1,1
1.0234,1,1
1.0232,1,1
1.0227,2,1
1.0214,1,1
1.021,1,1
1.0209,1,1
1.0294,1,1
1.0299,1,1
1.0316,2,1
1.0319,1,1
1.0397,1,1
1.0394,1,1
1.039,1,1
1.0386,1,1
1.0381,1,1
1.0378,1,1
1.0374,1,1
1.0371,2,1
1.0371,1,1
1.0368,2,1
1.0364,1,1
1.036,1,1
1.0357,1,1
1.0346,2,1
1.034,1,1
1.0207,1,1
1.0187,1,1
1.0179,1,1
1.007,2,1
1.0044,1,1
1.0042,1,1
1.0037,1,1
1.0029,1,1
1.002,1,1
1.0019,1,1
1.0004,1,1
1.0,0,1
0.9995,1,1
0.9978,1,1
0.9976,2,1
0.9973,2,1
0.9972,0,1
0.9948,1,1
0.9945,1,1
1.0052,1,1
1.0072,1,1
1.0177,1,1
1.0076,1,1
1.0176,1,1
1.0169,1,1
1.0162,1,1
1.0159,2,1
1.0149,1,1
1.0144,1,1
1.014,1,1
1.0139,1,1
1.0137,1,1
1.013,1,1
1.0122,2,1
1.0116,1,1
1.0095,1,1
1.0089,1,1
1.0081,2,1
0.9533,1,1
0.9513,2,1
0.8448,1,1
0.8758,1,1
0.8796,1,1
0.8787,1,1
0.8781,1,1
0.8774,1,1
0.8773,1,1
0.8771,2,1
0.8768,1,1
0.8729,1,1
0.894,2,1
0.8725,1,1
0.8724,1,1
0.8723,1,1
0.8719,1,1
0.871,1,1
0.8708,1,1
0.8699,2,1
0.8799,1,1
0.8801,1,1
0.8801,2,1
0.8814,1,1
0.893,1,1
0.8928,1,1
0.8923,2,1
0.892,2,1
0.8912,1,1
0.8907,1,1
0.889,2,1
0.8884,0,1
0.8883,1,1
0.8877,1,1
0.8874,1,1
0.8873,1,1
0.8843,1,1
0.8837,1,1
0.8816,1,1
0.8690000000000001,1,1
0.8685,2,1
0.8685,1,1
0.8577,1,1
0.8567,1,1
0.8566,1,1
0.8558,1,1
0.8542,1,1
0.8536,0,1
0.8523,1,1
0.8522,1,1
0.8511,1,1
0.8507,1,1
0.8506,1,1
0.8491,1,1
0.8482,1,1
0.8471,1,1
0.8462,1,1
0.8458,2,1
0.8568,1,1
0.858,1,1
0.8673,1,1
0.8583,1,1
0.8649,1,1
0.8643,2,1
0.8640000000000001,1,1
0.8634,1,1
0.863,1,1
0.8627,1,1
0.862,1,1
0.8616,1,1
0.8602,2,1
0.8597,1,1
0.8595,1,1
0.8594,1,1
0.8588,1,1
0.8586,1,1
0.8585,1,1
0.8938,1,1
0.8942,2,1
0.9507,0,1
0.9324,1,1
0.9339,2,1
0.9337,2,1
0.9337,1,1
0.9333,1,1
0.9332,1,1
0.9331,1,1
0.9328,1,1
0.931,1,1
0.8947,1,1
0.9301,1,1
0.93,1,1
0.9299,1,1
0.9298,1,1
0.9291,2,1
0.9289,1,1
0.9247,1,1
0.9342,2,1
0.9344,1,1
0.9359,1,1
0.9384,1,1
0.9493,2,1
0.9486,1,1
0.9485,2,1
0.9481,1,1
0.9477,1,1
0.9473,1,1
0.9471,1,1
0.9435,1,1
0.9424,1,1
0.9423,1,1
0.9411,1,1
0.9407,1,1
0.9397,1,1
0.9394,1,1
0.9387,1,1
0.9246,2,1
0.9246,1,1
0.924,1,1
0.908,1,1
0.9074,1,1
0.9067,1,1
0.9049,1,1
0.9042,1,1
0.9039,1,1
0.9029,1,1
0.9028,1,1
0.9013,1,1
0.8998,1,1
0.8993,1,1
0.8991,1,1
0.8982,1,1
0.8978,2,1
0.8963,1,1
0.8961,1,1
0.9076,2,1
0.9092,2,1
0.9235,1,1
0.9123,1,1
0.9234,1,1
0.9233,1,1
0.9231,1,1
0.9228,2,1
0.9217,2,1
0.9208,1,1
0.9197,1,1
0.9196,2,1
0.9191,1,1
0.9188,1,1
0.9185,1,1
0.9173,1,1
0.917,2,1
0.9126,2,1
0.9125,1,1
4.2765,1,1
90.0,1,1
4.2822,1,1
14.1253,2,1
14.1732,1,1
14.173,2,1
14.1597,1,1
14.158,1,1
14.148,1,1
14.1429,1,1
14.1353,1,1
14.1164,2,1
14.175999999999998,1,1
14.1144,2,1
14.1067,1,1
14.104,1,1
14.0864,1,1
14.0815,2,1
14.0781,1,1
14.0774,1,1
14.1748,2,1
14.1777,2,1
14.0678,2,1
14.2433,2,1
14.2973,1,1
14.289,2,1
14.2873,2,1
14.2814,1,1
14.2786,1,1
14.2714,1,1
14.251,1,1
14.231,2,1
14.1818,1,1
14.2206,1,1
14.2183,1,1
14.2087,1,1
14.1964,1,1
14.1963,1,1
14.1915,2,1
14.1824,2,1
14.0753,1,1
14.050999999999998,1,1
14.7526,2,1
13.89,1,1
13.9276,1,1
13.9248,1,1
13.9152,1,1
13.9086,1,1
13.9049,1,1
13.9034,1,1
13.8945,2,1
13.8876,1,1
13.9307,1,1
13.8812,1,1
13.8792,2,1
13.8752,1,1
13.8726,1,1
13.8713,1,1
13.8598,2,1
13.8549,1,1
13.9293,1,1
13.9367,2,1
14.0462,1,1
13.9954,1,1
14.0193,2,1
14.012,1,1
14.0119,1,1
14.0082,1,1
14.0073,1,1
14.0048,2,1
14.0,2,1
13.9908,1,1
13.9469,1,1
13.9864,1,1
13.9764,2,1
13.9637,1,1
13.9602,2,1
13.9591,1,1
13.9562,1,1
13.9519,1,1
14.2999,1,1
14.3137,1,1
14.319,2,1
14.5669,1,1
14.5919,1,1
14.5914,1,1
14.584,2,1
14.583,1,1
14.5775,1,1
14.5768,1,1
14.5688,2,1
14.5662,1,1
14.6097,1,1
14.564,1,1
14.5571,1,1
14.5569,2,1
14.5544,1,1
14.5467,1,1
14.5397,1,1
14.5294,2,1
14.6048,1,1
14.6111,2,1
14.3243,1,1
14.6987,2,1
14.7485,1,1
14.74,1,1
14.7358,1,1
14.7279,1,1
14.7229,1,1
14.7219,2,1
14.7159,1,1
14.6983,1,1
14.6382,1,1
14.6921,1,1
14.6864,1,1
14.6833,2,1
14.6787,2,1
14.672,2,1
14.6645,2,1
14.6469,1,1
14.5287,2,1
14.5241,2,1
14.5175,2,1
14.3759,1,1
14.4009,1,1
14.3996,1,1
14.3924,1,1
14.3847,1,1
14.3841,2,1
14.3839,1,1
14.3784,1,1
14.3743,1,1
14.5154,2,1
14.3653,1,1
14.364,2,1
14.3451,1,1
14.3422,2,1
14.3333,1,1
14.3263,1,1
14.3259,2,1
14.4019,1,1
14.402,2,1
14.4029,1,1
14.4063,1,1
14.504,2,1
14.5,2,1
14.4917,2,1
14.487,1,1
14.4856,1,1
14.4795,1,1
14.479,1,1
14.4705,1,1
14.4613,2,1
14.4612,1,1
14.429,2,1
14.4286,1,1
14.4266,2,1
14.4205,2,1
14.412,1,1
13.8522,1,1
13.849,1,1
13.8461,2,1
13.2261,2,1
13.2706,2,1
13.2643,2,1
13.2573,1,1
13.2527,1,1
13.2387,0,1
13.2353,1,1
13.2273,1,1
13.2246,1,1
13.2827,2,1
13.2242,1,1
13.2211,1,1
13.214,1,1
13.2028,1,1
13.197,2,1
13.1807,1,1
13.1704,1,1
13.2769,1,1
13.2851,2,1
13.4136,2,1
13.348,1,1
13.3965,1,1
13.3947,1,1
13.3941,1,1
13.3929,2,1
13.3796,1,1
13.3588,2,1
13.357,1,1
13.332,1,1
13.2867,1,1
13.3286,1,1
13.3245,1,1
13.3192,1,1
13.3126,1,1
13.3075,1,1
13.3047,1,1
13.2997,1,1
13.1561,0,1
13.1512,1,1
13.1508,1,1
12.9886,1,1
13.0079,1,1
13.0051,1,1
13.004,1,1
13.0035,1,1
12.997,1,1
12.9938,2,1
12.9896,2,1
12.9833,2,1
13.1444,1,1
12.9819,1,1
12.9817,1,1
12.9804,1,1
12.9779,2,1
12.9695,1,1
12.9626,2,1
12.9616,1,1
13.0264,2,1
13.0298,2,1
13.0329,1,1
13.0398,1,1
13.1435,2,1
13.1398,1,1
13.1366,2,1
13.1253,1,1
13.1182,1,1
13.1151,2,1
13.1074,2,1
13.0804,1,1
13.0778,2,1
13.0745,1,1
13.0697,2,1
13.0646,1,1
13.0616,1,1
13.0458,1,1
13.0404,2,1
13.3971,1,1
13.4237,1,1
13.8299,1,1
13.6755,1,1
13.7349,2,1
13.7127,1,1
13.7085,2,1
13.7015,2,1
13.7011,1,1
13.6919,1,1
13.6875,2,1
13.6513,2,1
13.7456,2,1
13.6498,1,1
13.6447,1,1
13.6411,1,1
13.6351,1,1
13.621,1,1
13.6197,2,1
13.6169,1,1
13.7354,1,1
13.7482,1,1
13.4241,1,1
13.7935,1,1
13.813,1,1
13.8116,1,1
13.807,1,1
13.8053,2,1
13.8015,1,1
13.8005,1,1
13.8001,1,1
13.791,1,1
13.75,1,1
13.7901,1,1
13.7867,1,1
13.786,1,1
13.7779,2,1
13.7765,1,1
13.7568,1,1
13.7534,1,1
13.6168,1,1
13.6136,2,1
13.61,1,1
13.4666,1,1
13.5163,1,1
13.5136,1,1
13.5121,1,1
13.4982,1,1
13.4911,1,1
13.475,1,1
13.4674,1,1
13.4637,2,1
13.6085,1,1
13.4623,2,1
13.4583,2,1
13.4574,1,1
13.4475,1,1
13.4388,1,1
13.4366,1,1
13.4361,1,1
13.5167,2,1
13.5212,1,1
13.5225,1,1
13.5232,2,1
13.6066,1,1
13.6061,1,1
13.5986,2,1
13.593,1,1
13.59,1,1
13.5897,1,1
13.5808,1,1
13.5782,1,1
13.5705,1,1
13.5611,1,1
13.5537,1,1
13.5532,1,1
13.5514,1,1
13.5447,2,1
13.5379,1,1
14.7514,2,1
14.7558,1,1
16.6322,2,1
15.8904,1,1
15.9148,1,1
15.9134,1,1
15.9107,1,1
15.9033,1,1
15.8981,1,1
15.896,1,1
15.8919,1,1
15.8873,1,1
15.9314,1,1
15.8655,1,1
15.8636,1,1
15.8546,1,1
15.852,1,1
15.8516,1,1
15.8505,1,1
15.8484,1,1
15.9182,1,1
15.9331,1,1
15.8328,1,1
16.007,1,1
16.0427,1,1
16.0417,1,1
16.0341,1,1
16.0258,1,1
16.0227,1,1
16.0159,1,1
16.015,1,1
16.0,2,1
15.9379,1,1
15.9823,1,1
15.9743,1,1
15.9665,1,1
15.9561,1,1
15.9448,1,1
15.9435,1,1
15.9424,1,1
15.8458,1,1
15.8147,1,1
14.7572,1,1
15.6464,2,1
15.6664,1,1
15.6573,1,1
15.6561,1,1
15.6547,2,1
15.6531,1,1
15.6525,1,1
15.6472,1,1
15.6411,1,1
15.6862,2,1
15.6384,1,1
15.6366,1,1
15.6317,2,1
15.6249,1,1
15.6183,1,1
15.6181,1,1
15.6178,1,1
15.6832,1,1
15.7019,1,1
15.8127,1,1
15.7666,1,1
15.81,1,1
15.8069,1,1
15.7971,1,1
15.7948,2,1
15.7924,1,1
15.7915,2,1
15.7714,2,1
15.7533,1,1
15.7028,1,1
15.7425,1,1
15.7421,1,1
15.735,1,1
15.7262,1,1
15.7237,1,1
15.7127,1,1
15.7068,1,1
16.0604,1,1
16.0699,1,1
16.0711,1,1
16.4203,1,1
16.4747,2,1
16.4638,1,1
16.4564,1,1
16.4499,1,1
16.4439,1,1
16.4426,1,1
16.4327,1,1
16.4112,1,1
16.4776,1,1
16.4053,2,1
16.4031,1,1
16.3901,1,1
16.3799,1,1
16.3696,1,1
16.3616,1,1
16.3608,1,1
16.4769,1,1
16.4848,1,1
16.0765,1,1
16.5382,1,1
16.6282,1,1
16.6254,1,1
16.6172,1,1
16.6129,1,1
16.5859,1,1
16.5775,1,1
16.5438,1,1
16.525,1,1
16.4853,1,1
16.5236,1,1
16.5232,1,1
16.5185,1,1
16.5142,1,1
16.5061,2,1
16.5032,1,1
16.4988,1,1
16.3467,1,1
16.3386,1,1
16.3347,1,1
16.1193,1,1
16.158,1,1
16.1535,2,1
16.1507,1,1
16.1474,1,1
16.1403,1,1
16.1348,1,1
16.1206,2,1
16.1114,1,1
16.3331,1,1
16.1059,1,1
16.1056,1,1
16.0989,1,1
16.0986,1,1
16.0914,1,1
16.0872,1,1
16.0847,1,1
16.1664,1,1
16.1672,1,1
16.1706,1,1
16.1953,1,1
16.3295,1,1
16.3167,1,1
16.3005,1,1
16.2926,1,1
16.2807,1,1
16.2783,1,1
16.2659,1,1
16.2593,1,1
16.2457,1,1
16.2427,1,1
16.2344,1,1
16.2322,1,1
16.2293,1,1
16.2092,1,1
16.2,1,1
15.6092,1,1
15.5967,1,1
15.5893,1,1
14.970999999999998,1,1
14.9924,1,1
14.9921,1,1
14.9878,1,1
14.9811,2,1
14.9764,2,1
14.9726,1,1
14.9717,2,1
14.9681,1,1
15.0115,1,1
14.9639,2,1
14.9599,1,1
14.9556,1,1
14.9533,1,1
14.9531,1,1
14.9502,2,1
14.9298,2,1
14.9969,1,1
15.0123,1,1
15.1348,1,1
15.0656,1,1
15.1064,2,1
15.1,1,1
15.0729,1,1
15.0726,1,1
15.0709,1,1
15.068,1,1
15.0679,1,1
15.0654,1,1
15.0148,1,1
15.055,1,1
15.0512,1,1
15.0511,1,1
15.0506,1,1
15.046,1,1
15.0443,1,1
15.0396,1,1
14.9297,1,1
14.9255,1,1
14.9241,1,1
14.8081,1,1
14.8304,2,1
14.8258,1,1
14.8232,1,1
14.8194,2,1
14.8171,2,1
14.8148,2,1
14.8095,1,1
14.7979,1,1
14.9209,2,1
14.7931,2,1
14.7892,2,1
14.7891,1,1
14.7715,2,1
14.7657,1,1
14.7622,2,1
14.7585,1,1
14.8314,2,1
14.8357,2,1
14.8396,2,1
14.8423,2,1
14.9199,1,1
14.9191,1,1
14.913,2,1
14.9127,2,1
14.9124,2,1
14.9103,1,1
14.9069,1,1
14.9013,1,1
14.8968,1,1
14.8945,2,1
14.8827,1,1
14.8815,1,1
14.875,1,1
14.8689,1,1
14.8476,1,1
15.1072,1,1
15.1381,1,1
15.5852,2,1
15.4327,1,1
15.4753,1,1
15.4689,1,1
15.4654,1,1
15.4632,1,1
15.4606,1,1
15.4363,1,1
15.4345,1,1
15.4313,1,1
15.4787,1,1
15.4158,1,1
15.4068,1,1
15.4057,1,1
15.4043,1,1
15.3908,1,1
15.3867,2,1
15.3839,1,1
15.4754,1,1
15.4874,1,1
15.1423,2,1
15.5166,1,1
15.5542,1,1
15.5482,2,1
15.5435,1,1
15.5334,1,1
15.5281,1,1
15.5215,2,1
15.5198,2,1
15.5165,1,1
15.4914,1,1
15.5148,1,1
15.5112,1,1
15.5111,1,1
15.5072,1,1
15.5047,1,1
15.5025,1,1
15.4967,1,1
15.3823,1,1
15.3689,1,1
15.3685,1,1
15.1881,1,1
15.2139,1,1
15.2118,2,1
15.2016,1,1
15.1999,1,1
15.1987,1,1
15.1975,1,1
15.197,1,1
15.1867,1,1
15.3627,1,1
15.1828,2,1
15.1806,1,1
15.1768,1,1
15.1719,2,1
15.169,1,1
15.162,1,1
15.1448,2,1
15.2185,1,1
15.2306,1,1
15.2309,1,1
15.2401,1,1
15.355,1,1
15.3524,1,1
15.3515,1,1
15.3466,1,1
15.3349,1,1
15.3101,1,1
15.3072,1,1
15.2823,1,1
15.2794,1,1
15.275,1,1
15.2692,1,1
15.2663,2,1
15.2563,1,1
15.2511,1,1
15.2475,2,1
12.9582,1,1
12.9571,1,1
12.9529,2,1
11.1688,1,1
11.1905,1,1
11.1869,1,1
11.1852,2,1
11.1846,1,1
11.1818,1,1
11.1805,2,1
11.1778,1,1
11.1667,2,1
11.213,1,1
11.1643,1,1
11.1587,1,1
11.1567,1,1
11.1517,1,1
11.1502,2,1
11.1489,1,1
11.1429,1,1
11.2028,1,1
11.2169,1,1
11.1337,1,1
11.2669,1,1
11.2887,2,1
11.2875,1,1
11.287,1,1
11.2796,1,1
11.276,1,1
11.2695,2,1
11.2686,1,1
11.26,1,1
11.2172,1,1
11.2566,1,1
11.2475,1,1
11.2435,2,1
11.2433,1,1
11.225,1,1
11.2204,1,1
11.2175,1,1
11.1395,1,1
11.1305,1,1
12.9525,1,1
11.0193,1,1
11.0319,2,1
11.0291,2,1
11.0266,1,1
11.0259,1,1
11.0258,1,1
11.0226,1,1
11.0206,1,1
11.0153,1,1
11.0349,1,1
11.0145,2,1
11.011,1,1
11.0032,1,1
11.0,2,1
10.9935,1,1
10.9934,1,1
10.9908,1,1
11.032,1,1
11.0443,1,1
11.1282,1,1
11.0852,1,1
11.1264,1,1
11.1184,1,1
11.1164,1,1
11.116,1,1
11.112,2,1
11.1114,1,1
11.0917,1,1
11.0826,1,1
11.0609,1,1
11.0802,1,1
11.0729,1,1
11.0691,1,1
11.0672,2,1
11.0668,2,1
11.0615,1,1
11.0614,1,1
11.2966,1,1
11.300999999999998,1,1
11.3078,2,1
11.5641,1,1
11.6023,1,1
11.5962,1,1
11.5961,1,1
11.5913,2,1
11.5782,1,1
11.575,1,1
11.574000000000002,1,1
11.54,2,1
11.6098,1,1
11.5366,1,1
11.5317,2,1
11.5293,2,1
11.5231,1,1
11.5194,1,1
11.5167,1,1
11.5136,1,1
11.6078,2,1
11.612,1,1
11.3131,1,1
11.65,1,1
11.6683,1,1
11.6667,1,1
11.6663,1,1
11.661,1,1
11.6605,2,1
11.6571,1,1
11.6512,1,1
11.6493,1,1
11.6203,2,1
11.6492,2,1
11.6491,2,1
11.642,1,1
11.6407,2,1
11.6317,1,1
11.6292,2,1
11.6283,1,1
11.5129,1,1
11.5118,1,1
11.5006,1,1
11.3687,1,1
11.3984,1,1
11.3964,2,1
11.3957,2,1
11.3942,1,1
11.3797,1,1
11.377,1,1
11.3712,1,1
11.3632,2,1
11.4996,2,1
11.36,1,1
11.345999999999998,2,1
11.3417,1,1
11.3389,2,1
11.3281,1,1
11.3161,1,1
11.3155,2,1
11.4063,1,1
11.4106,1,1
11.4283,1,1
11.4301,1,1
11.4977,1,1
11.4908,1,1
11.4854,1,1
11.4824,1,1
11.4764,2,1
11.4735,1,1
11.4716,2,1
11.4635,1,1
11.4627,1,1
11.4595,1,1
11.4549,1,1
11.4438,1,1
11.4414,2,1
11.4411,1,1
11.4349,1,1
10.9871,1,1
10.9859,1,1
10.9853,1,1
10.4996,1,1
10.5361,1,1
10.5342,1,1
10.5298,1,1
10.5186,1,1
10.5144,1,1
10.511,2,1
10.5046,1,1
10.4976,2,1
10.5479,1,1
10.4951,2,1
10.4908,1,1
10.4898,1,1
10.4814,1,1
10.479,1,1
10.4763,1,1
10.4746,1,1
10.5403,1,1
10.5523,1,1
10.6353,1,1
10.5904,1,1
10.6344,1,1
10.6227,1,1
10.6217,1,1
10.6125,1,1
10.6029,1,1
10.5998,1,1
10.5914,1,1
10.5902,1,1
10.5528,1,1
10.587,1,1
10.5828,1,1
10.5762,1,1
10.5742,1,1
10.5694,1,1
10.5568,1,1
10.5552,1,1
10.4739,2,1
10.4728,1,1
10.4695,1,1
10.3621,1,1
10.4,1,1
10.3885,1,1
10.3795,2,1
10.3788,1,1
10.3752,1,1
10.3699,1,1
10.365,1,1
10.3614,1,1
10.4686,1,1
10.3406,1,1
10.3392,1,1
10.3385,1,1
10.3371,1,1
10.3366,1,1
10.3303,1,1
10.3273,0,1
10.4001,1,1
10.4028,1,1
10.4068,1,1
10.4083,1,1
10.468,1,1
10.4643,1,1
10.4597,1,1
10.4554,1,1
10.4535,1,1
10.4499,1,1
10.4497,1,1
10.4439,1,1
10.442,2,1
10.4405,1,1
10.4302,1,1
10.4259,1,1
10.4208,1,1
10.4198,1,1
10.4164,2,1
10.6348,1,1
10.6402,2,1
10.9827,1,1
10.875,1,1
10.9068,1,1
10.9047,1,1
10.896,1,1
10.8929,1,1
10.8872,1,1
10.8819,1,1
10.8818,1,1
10.87,1,1
10.917,1,1
10.8664,1,1
10.8647,1,1
10.8634,1,1
10.8629,1,1
10.8509,1,1
10.8374,1,1
10.8284,1,1
10.9147,1,1
10.9191,2,1
10.6405,1,1
10.9585,2,1
10.9791,1,1
10.9739,1,1
10.9726,1,1
10.9693,1,1
10.9678,2,1
10.9636,1,1
10.9621,1,1
10.9525,1,1
10.9209,2,1
10.9509,2,1
10.9419,1,1
10.9411,1,1
10.9307,1,1
10.9278,1,1
10.925999999999998,1,1
10.9216,1,1
10.8209,1,1
10.8204,1,1
10.8203,1,1
10.6908,1,1
10.7241,1,1
10.7157,1,1
10.7143,1,1
10.7079,1,1
10.7055,2,1
10.6986,1,1
10.6983,1,1
10.6738,1,1
10.816,1,1
10.6727,1,1
10.6702,1,1
10.67,1,1
10.6667,1,1
10.6534,1,1
10.6504,1,1
10.643,1,1
10.7275,1,1
10.7347,2,1
10.7459,1,1
10.7463,1,1
10.794,1,1
10.7939,1,1
10.7925,2,1
10.7916,1,1
10.7849,1,1
10.7838,1,1
10.7771,1,1
10.7729,1,1
10.7654,1,1
10.7643,1,1
10.7625,1,1
10.7622,1,1
10.7608,1,1
10.7574,1,1
10.7539,1,1
11.6731,1,1
11.6741,1,1
11.6852,1,1
12.6411,1,1
12.6622,2,1
12.6612,1,1
12.6528,2,1
12.651,1,1
12.6465,2,1
12.6444,2,1
12.6441,1,1
12.6325,1,1
12.6734,1,1
12.623,1,1
12.6197,1,1
12.6129,1,1
12.6106,1,1
12.6093,1,1
12.6026,1,1
12.5845,1,1
12.6667,1,1
12.6766,1,1
12.7421,1,1
12.7131,1,1
12.7263,1,1
12.725,2,1
12.7241,1,1
12.723,1,1
12.7229,1,1
12.7204,1,1
12.7194,1,1
12.7106,1,1
12.6789,2,1
12.708,2,1
12.7044,1,1
12.7039,1,1
12.7028,1,1
12.7001,1,1
12.694,1,1
12.6884,1,1
12.5837,1,1
12.581,1,1
12.5756,2,1
12.4508,1,1
12.4751,1,1
12.4674,1,1
12.4666,1,1
12.4641,1,1
12.4609,1,1
12.4531,1,1
12.4524,1,1
12.4456,2,1
12.5707,1,1
12.4447,1,1
12.4359,1,1
12.4357,1,1
12.4343,1,1
12.4279,2,1
12.4266,1,1
12.4229,2,1
12.481,1,1
12.4851,1,1
12.4945,1,1
12.496,1,1
12.5702,1,1
12.5652,1,1
12.5632,1,1
12.5626,1,1
12.5609,1,1
12.5582,1,1
12.5539,2,1
12.5499,2,1
12.547,1,1
12.5344,1,1
12.5257,1,1
12.5246,1,1
12.5242,2,1
12.5115,1,1
12.5023,1,1
12.7403,1,1
12.7461,2,1
12.4108,2,1
12.8547,1,1
12.8793,1,1
12.875,1,1
12.8717,2,1
12.8701,1,1
12.8677,2,1
12.8647,1,1
12.858,1,1
12.8545,1,1
12.880999999999998,1,1
12.8542,1,1
12.8537,1,1
12.853,1,1
12.851,1,1
12.8445,1,1
12.8443,1,1
12.8411,2,1
12.8794,2,1
12.8815,1,1
12.747,2,1
